bag_id,trial_id,bag_set,original_bag_id,load_concentration,bag_colour,bag_set_detail,bag_content,bag_type,bag_placement
351,CASP004-01,,CASP004-01_B-2,,Pink,,Custom,Standard,Top depth
352,CASP004-01,,CASP004-01_B-3,,Pink,,Custom,Standard,Top depth
353,CASP004-01,,CASP004-01_B-4,,Pink,,Custom,Standard,Top depth
354,CASP004-01,,CASP004-01_B-5,,Pink,,Custom,Standard,Bottom depth
355,CASP004-01,,CASP004-01_B-6,,Pink,,Custom,Standard,Bottom depth
356,CASP004-01,,CASP004-01_B-1,,Pink,,Custom,Standard,Top depth
357,CASP004-01,,CASP004-01_B-2,,Pink,,Custom,Standard,Top depth
358,CASP004-01,,CASP004-01_B-3,,Pink,,Custom,Standard,Top depth
359,CASP004-01,,CASP004-01_B-4,,Pink,,Custom,Standard,Top depth
360,CASP004-01,,CASP004-01_B-5,,Pink,,Custom,Standard,Bottom depth
361,CASP004-01,,CASP004-01_B-6,,Pink,,Custom,Standard,Bottom depth
362,CASP004-01,,CASP004-01_B-1,,Pink,,Custom,Standard,Top depth
363,CASP004-01,,CASP004-01_B-2,,Pink,,Custom,Standard,Top depth
364,CASP004-01,,CASP004-01_B-3,,Pink,,Custom,Standard,Top depth
365,CASP004-01,,CASP004-01_B-4,,Pink,,Custom,Standard,Top depth
366,CASP004-01,,CASP004-01_B-5,,Pink,,Custom,Standard,Bottom depth
367,CASP004-01,,CASP004-01_B-6,,Pink,,Custom,Standard,Bottom depth
368,CASP004-01,,CASP004-01_B-1,,Pink,,Custom,Standard,Top depth
369,CASP004-01,,CASP004-01_B-2,,Pink,,Custom,Standard,Top depth
370,CASP004-01,,CASP004-01_B-3,,Pink,,Custom,Standard,Top depth
371,CASP004-01,,CASP004-01_B-4,,Pink,,Custom,Standard,Top depth
372,CASP004-01,,CASP004-01_B-5,,Pink,,Custom,Standard,Bottom depth
373,CASP004-01,,CASP004-01_B-6,,Pink,,Custom,Standard,Bottom depth
374,CASP004-01,,CASP004-01_B-1,,Pink,,Custom,Standard,Top depth
375,CASP004-01,,CASP004-01_B-2,,Pink,,Custom,Standard,Top depth
376,CASP004-01,,CASP004-01_B-3,,Pink,,Custom,Standard,Top depth
377,CASP004-01,,CASP004-01_B-4,,Pink,,Custom,Standard,Top depth
378,CASP004-01,,CASP004-01_B-5,,Pink,,Custom,Standard,Bottom depth
379,CASP004-01,,CASP004-01_B-6,,Pink,,Custom,Standard,Bottom depth
380,CASP004-01,,CASP004-01_B-1,,Pink,,Custom,Standard,Top depth
381,CASP004-01,,CASP004-01_B-2,,Pink,,Custom,Standard,Top depth
382,CASP004-01,,CASP004-01_B-3,,Pink,,Custom,Standard,Top depth
383,CASP004-01,,CASP004-01_B-4,,Pink,,Custom,Standard,Top depth
384,CASP004-01,,CASP004-01_B-5,,Pink,,Custom,Standard,Bottom depth
385,CASP004-01,,CASP004-01_B-6,,Pink,,Custom,Standard,Bottom depth
386,CASP004-01,,CASP004-01_B-1,,Pink,,Custom,Standard,Top depth
387,CASP004-01,,CASP004-01_B-2,,Pink,,Custom,Standard,Top depth
388,CASP004-01,,CASP004-01_B-3,,Pink,,Custom,Standard,Top depth
389,CASP004-01,,CASP004-01_B-4,,Pink,,Custom,Standard,Top depth
390,CASP004-01,,CASP004-01_B-5,,Pink,,Custom,Standard,Bottom depth
391,CASP004-01,,CASP004-01_B-6,,Pink,,Custom,Standard,Bottom depth
392,CASP004-01,,CASP004-01_A-1,,Green,,Baseline,Standard,Top depth
393,CASP004-01,,CASP004-01_A-2,,Green,,Baseline,Standard,Top depth
394,CASP004-01,,CASP004-01_A-3,,Green,,Baseline,Standard,Top depth
395,CASP004-01,,CASP004-01_A-4,,Green,,Baseline,Standard,Top depth
396,CASP004-01,,CASP004-01_A-5,,Green,,Baseline,Standard,Bottom depth
397,CASP004-01,,CASP004-01_A-6,,Green,,Baseline,Standard,Bottom depth
398,CASP004-01,,CASP004-01_A-1,,Green,,Baseline,Standard,Top depth
399,CASP004-01,,CASP004-01_A-2,,Green,,Baseline,Standard,Top depth
400,CASP004-01,,CASP004-01_A-3,,Green,,Baseline,Standard,Top depth
401,CASP004-01,,CASP004-01_A-4,,Green,,Baseline,Standard,Top depth
402,CASP004-01,,CASP004-01_A-5,,Green,,Baseline,Standard,Bottom depth
403,CASP004-01,,CASP004-01_A-6,,Green,,Baseline,Standard,Bottom depth
404,CASP004-01,,CASP004-01_A-1,,Green,,Baseline,Standard,Top depth
405,CASP004-01,,CASP004-01_A-2,,Green,,Baseline,Standard,Top depth
406,CASP004-01,,CASP004-01_A-3,,Green,,Baseline,Standard,Top depth
407,CASP004-01,,CASP004-01_A-4,,Green,,Baseline,Standard,Top depth
408,CASP004-01,,CASP004-01_A-5,,Green,,Baseline,Standard,Bottom depth
409,CASP004-01,,CASP004-01_A-6,,Green,,Baseline,Standard,Bottom depth
410,CASP004-01,,CASP004-01_A-1,,Green,,Baseline,Standard,Top depth
411,CASP004-01,,CASP004-01_A-2,,Green,,Baseline,Standard,Top depth
412,CASP004-01,,CASP004-01_A-3,,Green,,Baseline,Standard,Top depth
413,CASP004-01,,CASP004-01_A-4,,Green,,Baseline,Standard,Top depth
414,CASP004-01,,CASP004-01_A-5,,Green,,Baseline,Standard,Bottom depth
415,CASP004-01,,CASP004-01_A-6,,Green,,Baseline,Standard,Bottom depth
416,CASP004-01,,CASP004-01_A-1,,Green,,Baseline,Standard,Top depth
417,CASP004-01,,CASP004-01_A-2,,Green,,Baseline,Standard,Top depth
418,CASP004-01,,CASP004-01_A-3,,Green,,Baseline,Standard,Top depth
419,CASP004-01,,CASP004-01_A-4,,Green,,Baseline,Standard,Top depth
420,CASP004-01,,CASP004-01_A-5,,Green,,Baseline,Standard,Bottom depth
421,CASP004-01,,CASP004-01_A-6,,Green,,Baseline,Standard,Bottom depth
422,CASP004-01,,CASP004-01_A-1,,Green,,Baseline,Standard,Top depth
423,CASP004-01,,CASP004-01_A-2,,Green,,Baseline,Standard,Top depth
424,CASP004-01,,CASP004-01_A-3,,Green,,Baseline,Standard,Top depth
425,CASP004-01,,CASP004-01_A-4,,Green,,Baseline,Standard,Top depth
426,CASP004-01,,CASP004-01_A-5,,Green,,Baseline,Standard,Bottom depth
427,CASP004-01,,CASP004-01_A-6,,Green,,Baseline,Standard,Bottom depth
428,CASP004-01,,CASP004-01_A-1,,Green,,Baseline,Standard,Top depth
429,CASP004-01,,CASP004-01_A-2,,Green,,Baseline,Standard,Top depth
430,CASP004-01,,CASP004-01_A-3,,Green,,Baseline,Standard,Top depth
431,CASP004-01,,CASP004-01_A-4,,Green,,Baseline,Standard,Top depth
432,CASP004-01,,CASP004-01_A-5,,Green,,Baseline,Standard,Bottom depth
433,CASP004-01,,CASP004-01_A-6,,Green,,Baseline,Standard,Bottom depth
434,CASP004-01,,CASP004-01_B-1,,Pink,,Baseline,Standard,Top depth
435,CASP004-01,,CASP004-01_B-2,,Pink,,Baseline,Standard,Top depth
436,CASP004-01,,CASP004-01_B-3,,Pink,,Baseline,Standard,Top depth
