Trial ID,Test Method,Item ID,Item Format,Item Name,Item Description Refined,Item Description Refined (Trial),Material Class I,Material Class II,Material Class III,Start Weight,% Residuals (Mass),% Residuals (Area)
CASP006-01,Mesh Bag,P,Biopolymer Bag,Bin Liner Bag 2.5 gal,Bin Liner Bag 2.5 gal,,Biopolymer,Biopolymer Film/Bag,PBAT & Other Multilaminate Film,6.21,0.0,0.0
CASP006-01,Mesh Bag,P,Biopolymer Bag,Bin Liner Bag 2.5 gal,Bin Liner Bag 2.5 gal,,Biopolymer,Biopolymer Film/Bag,PBAT & Other Multilaminate Film,6.21,0.0,0.0
CASP006-01,Mesh Bag,P,Biopolymer Bag,Bin Liner Bag 2.5 gal,Bin Liner Bag 2.5 gal,,Biopolymer,Biopolymer Film/Bag,PBAT & Other Multilaminate Film,6.21,0.0,0.0
CASP006-01,Mesh Bag,P,Biopolymer Bag,Bin Liner Bag 2.5 gal,Bin Liner Bag 2.5 gal,,Biopolymer,Biopolymer Film/Bag,PBAT & Other Multilaminate Film,6.21,0.0,0.0
EASP001-01,Bulk Dose,P,Biopolymer Bag,Bin Liner Bag 2.5 gal,Bin Liner Bag 2.5 gal,,Biopolymer,Biopolymer Film/Bag,PBAT & Other Multilaminate Film,6.21,0.0,0.0
EASP002-01,Mesh Bag,P,Biopolymer Bag,Bin Liner Bag 2.5 gal,Bin Liner Bag 2.5 gal,,Biopolymer,Biopolymer Film/Bag,PBAT & Other Multilaminate Film,6.21,0.0,0.0
EASP002-01,Mesh Bag,P,Biopolymer Bag,Bin Liner Bag 2.5 gal,Bin Liner Bag 2.5 gal,,Biopolymer,Biopolymer Film/Bag,PBAT & Other Multilaminate Film,6.21,0.0,0.0
EASP002-01,Mesh Bag,P,Biopolymer Bag,Bin Liner Bag 2.5 gal,Bin Liner Bag 2.5 gal,,Biopolymer,Biopolymer Film/Bag,PBAT & Other Multilaminate Film,6.21,0.0,0.0
EASP002-01,Mesh Bag,P,Biopolymer Bag,Bin Liner Bag 2.5 gal,Bin Liner Bag 2.5 gal,,Biopolymer,Biopolymer Film/Bag,PBAT & Other Multilaminate Film,6.21,0.0,0.0
EASP002-01,Mesh Bag,P,Biopolymer Bag,Bin Liner Bag 2.5 gal,Bin Liner Bag 2.5 gal,,Biopolymer,Biopolymer Film/Bag,PBAT & Other Multilaminate Film,6.21,0.0,0.0
EASP003-01,Mesh Bag,P,Biopolymer Bag,Bin Liner Bag 2.5 gal,Bin Liner Bag 2.5 gal,,Biopolymer,Biopolymer Film/Bag,PBAT & Other Multilaminate Film,6.21,0.0,0.0
EASP003-01,Mesh Bag,P,Biopolymer Bag,Bin Liner Bag 2.5 gal,Bin Liner Bag 2.5 gal,,Biopolymer,Biopolymer Film/Bag,PBAT & Other Multilaminate Film,6.21,0.0,0.0
EASP003-01,Mesh Bag,P,Biopolymer Bag,Bin Liner Bag 2.5 gal,Bin Liner Bag 2.5 gal,,Biopolymer,Biopolymer Film/Bag,PBAT & Other Multilaminate Film,6.21,0.0,0.0
EASP003-01,Mesh Bag,P,Biopolymer Bag,Bin Liner Bag 2.5 gal,Bin Liner Bag 2.5 gal,,Biopolymer,Biopolymer Film/Bag,PBAT & Other Multilaminate Film,6.21,0.0,0.0
EASP003-01,Mesh Bag,P,Biopolymer Bag,Bin Liner Bag 2.5 gal,Bin Liner Bag 2.5 gal,,Biopolymer,Biopolymer Film/Bag,PBAT & Other Multilaminate Film,6.21,0.0,0.0
IV002-01,Bulk Dose,P,Biopolymer Bag,Bin Liner Bag 2.5 gal,Bin Liner Bag 2.5 gal,,Biopolymer,Biopolymer Film/Bag,PBAT & Other Multilaminate Film,6.21,0.011,0.0
WR004-01,Mesh Bag,P,Biopolymer Bag,Bin Liner Bag 2.5 gal,Bin Liner Bag 2.5 gal,,Biopolymer,Biopolymer Film/Bag,PBAT & Other Multilaminate Film,6.21,0.949,
WR004-01,Mesh Bag,P,Biopolymer Bag,Bin Liner Bag 2.5 gal,Bin Liner Bag 2.5 gal,,Biopolymer,Biopolymer Film/Bag,PBAT & Other Multilaminate Film,6.21,0.595,
WR004-01,Mesh Bag,P,Biopolymer Bag,Bin Liner Bag 2.5 gal,Bin Liner Bag 2.5 gal,,Biopolymer,Biopolymer Film/Bag,PBAT & Other Multilaminate Film,6.21,1.053,
WR004-01,Mesh Bag,P,Biopolymer Bag,Bin Liner Bag 2.5 gal,Bin Liner Bag 2.5 gal,,Biopolymer,Biopolymer Film/Bag,PBAT & Other Multilaminate Film,6.21,0.998,
WR004-01,Mesh Bag,P,Biopolymer Bag,Bin Liner Bag 2.5 gal,Bin Liner Bag 2.5 gal,,Biopolymer,Biopolymer Film/Bag,PBAT & Other Multilaminate Film,6.21,0.73,
WR005-01,Mesh Bag,P,Biopolymer Bag,Bin Liner Bag 2.5 gal,Bin Liner Bag 2.5 gal,,Biopolymer,Biopolymer Film/Bag,PBAT & Other Multilaminate Film,6.21,0.253,0.033
WR005-01,Mesh Bag,P,Biopolymer Bag,Bin Liner Bag 2.5 gal,Bin Liner Bag 2.5 gal,,Biopolymer,Biopolymer Film/Bag,PBAT & Other Multilaminate Film,6.21,0.041,0.012
WR005-01,Mesh Bag,P,Biopolymer Bag,Bin Liner Bag 2.5 gal,Bin Liner Bag 2.5 gal,,Biopolymer,Biopolymer Film/Bag,PBAT & Other Multilaminate Film,6.21,0.0,0.0
ASP001-01,Mesh Bag,K3,Positive Control - Film,Cellulose Bag Control,Cellulose bag CONTROL,,Positive Control,Positive Control - Film,Positive Control - Cellulose Film,4.0,0.798,0.394
ASP001-01,Mesh Bag,K3,Positive Control - Film,Cellulose Bag Control,Cellulose bag CONTROL,,Positive Control,Positive Control - Film,Positive Control - Cellulose Film,4.0,0.189,0.08
ASP001-01,Mesh Bag,K3,Positive Control - Film,Cellulose Bag Control,Cellulose bag CONTROL,,Positive Control,Positive Control - Film,Positive Control - Cellulose Film,4.0,0.242,0.1
ASP001-01,Mesh Bag,K3,Positive Control - Film,Cellulose Bag Control,Cellulose bag CONTROL,,Positive Control,Positive Control - Film,Positive Control - Cellulose Film,4.0,0.055,0.028
ASP001-01,Mesh Bag,K3,Positive Control - Film,Cellulose Bag Control,Cellulose bag CONTROL,,Positive Control,Positive Control - Film,Positive Control - Cellulose Film,4.0,0.461,0.163
ASP001-01,Mesh Bag,K3,Positive Control - Film,Cellulose Bag Control,Cellulose bag CONTROL,,Positive Control,Positive Control - Film,Positive Control - Cellulose Film,4.0,0.78,0.434
ASP001-01,Mesh Bag,K3,Positive Control - Film,Cellulose Bag Control,Cellulose bag CONTROL,,Positive Control,Positive Control - Film,Positive Control - Cellulose Film,4.0,0.337,0.165
ASP001-01,Mesh Bag,K3,Positive Control - Film,Cellulose Bag Control,Cellulose bag CONTROL,,Positive Control,Positive Control - Film,Positive Control - Cellulose Film,4.0,0.283,0.17
ASP001-01,Mesh Bag,K3,Positive Control - Film,Cellulose Bag Control,Cellulose bag CONTROL,,Positive Control,Positive Control - Film,Positive Control - Cellulose Film,4.0,0.881,0.424
ASP001-01,Mesh Bag,K3,Positive Control - Film,Cellulose Bag Control,Cellulose bag CONTROL,,Positive Control,Positive Control - Film,Positive Control - Cellulose Film,4.0,0.955,0.443
CASP004-02,Mesh Bag,K3,Positive Control - Film,Cellulose Bag Control,Cellulose bag CONTROL,,Positive Control,Positive Control - Film,Positive Control - Cellulose Film,4.0,0.27,0.15
CASP004-02,Mesh Bag,K3,Positive Control - Film,Cellulose Bag Control,Cellulose bag CONTROL,,Positive Control,Positive Control - Film,Positive Control - Cellulose Film,4.0,0.43,0.141
CASP004-02,Mesh Bag,K3,Positive Control - Film,Cellulose Bag Control,Cellulose bag CONTROL,,Positive Control,Positive Control - Film,Positive Control - Cellulose Film,4.0,0.0,0.0
CASP004-02,Mesh Bag,K3,Positive Control - Film,Cellulose Bag Control,Cellulose bag CONTROL,,Positive Control,Positive Control - Film,Positive Control - Cellulose Film,4.0,0.412,0.122
CASP004-02,Mesh Bag,K3,Positive Control - Film,Cellulose Bag Control,Cellulose bag CONTROL,,Positive Control,Positive Control - Film,Positive Control - Cellulose Film,4.0,0.499,0.164
CASP004-02,Mesh Bag,K3,Positive Control - Film,Cellulose Bag Control,Cellulose bag CONTROL,,Positive Control,Positive Control - Film,Positive Control - Cellulose Film,4.0,0.0,0.0
CASP004-02,Mesh Bag,K3,Positive Control - Film,Cellulose Bag Control,Cellulose bag CONTROL,,Positive Control,Positive Control - Film,Positive Control - Cellulose Film,4.0,0.0,0.0
CASP004-02,Mesh Bag,K3,Positive Control - Film,Cellulose Bag Control,Cellulose bag CONTROL,,Positive Control,Positive Control - Film,Positive Control - Cellulose Film,4.0,0.0,0.0
CASP004-02,Mesh Bag,K3,Positive Control - Film,Cellulose Bag Control,Cellulose bag CONTROL,,Positive Control,Positive Control - Film,Positive Control - Cellulose Film,4.0,0.122,0.034
CASP004-02,Mesh Bag,K3,Positive Control - Film,Cellulose Bag Control,Cellulose bag CONTROL,,Positive Control,Positive Control - Film,Positive Control - Cellulose Film,4.0,0.0,0.0
CASP004-02,Mesh Bag,K3,Positive Control - Film,Cellulose Bag Control,Cellulose bag CONTROL,,Positive Control,Positive Control - Film,Positive Control - Cellulose Film,4.0,0.0,0.0
CASP004-02,Mesh Bag,K3,Positive Control - Film,Cellulose Bag Control,Cellulose bag CONTROL,,Positive Control,Positive Control - Film,Positive Control - Cellulose Film,4.0,0.0,0.0
CASP004-02,Mesh Bag,K3,Positive Control - Film,Cellulose Bag Control,Cellulose bag CONTROL,,Positive Control,Positive Control - Film,Positive Control - Cellulose Film,4.0,0.131,0.045
CASP004-02,Mesh Bag,K3,Positive Control - Film,Cellulose Bag Control,Cellulose bag CONTROL,,Positive Control,Positive Control - Film,Positive Control - Cellulose Film,4.0,0.0,0.0
CASP005-01,Mesh Bag,K3,Positive Control - Film,Cellulose Bag Control,Cellulose bag CONTROL,,Positive Control,Positive Control - Film,Positive Control - Cellulose Film,4.0,0.891,0.406
CASP005-01,Mesh Bag,K3,Positive Control - Film,Cellulose Bag Control,Cellulose bag CONTROL,,Positive Control,Positive Control - Film,Positive Control - Cellulose Film,4.0,0.891,0.406
CASP005-01,Mesh Bag,K3,Positive Control - Film,Cellulose Bag Control,Cellulose bag CONTROL,,Positive Control,Positive Control - Film,Positive Control - Cellulose Film,4.0,1.076,0.357
CASP005-01,Mesh Bag,K3,Positive Control - Film,Cellulose Bag Control,Cellulose bag CONTROL,,Positive Control,Positive Control - Film,Positive Control - Cellulose Film,4.0,1.076,0.357
CASP005-01,Mesh Bag,K3,Positive Control - Film,Cellulose Bag Control,Cellulose bag CONTROL,,Positive Control,Positive Control - Film,Positive Control - Cellulose Film,4.0,0.975,0.314
CASP005-01,Mesh Bag,K3,Positive Control - Film,Cellulose Bag Control,Cellulose bag CONTROL,,Positive Control,Positive Control - Film,Positive Control - Cellulose Film,4.0,0.975,0.314
CASP005-01,Mesh Bag,K3,Positive Control - Film,Cellulose Bag Control,Cellulose bag CONTROL,,Positive Control,Positive Control - Film,Positive Control - Cellulose Film,4.0,1.008,0.248
CASP005-01,Mesh Bag,K3,Positive Control - Film,Cellulose Bag Control,Cellulose bag CONTROL,,Positive Control,Positive Control - Film,Positive Control - Cellulose Film,4.0,1.008,0.248
CASP005-01,Mesh Bag,K3,Positive Control - Film,Cellulose Bag Control,Cellulose bag CONTROL,,Positive Control,Positive Control - Film,Positive Control - Cellulose Film,4.0,0.856,0.224
CASP005-01,Mesh Bag,K3,Positive Control - Film,Cellulose Bag Control,Cellulose bag CONTROL,,Positive Control,Positive Control - Film,Positive Control - Cellulose Film,4.0,0.856,0.224
CASP005-01,Mesh Bag,K3,Positive Control - Film,Cellulose Bag Control,Cellulose bag CONTROL,,Positive Control,Positive Control - Film,Positive Control - Cellulose Film,4.0,1.066,0.354
CASP005-01,Mesh Bag,K3,Positive Control - Film,Cellulose Bag Control,Cellulose bag CONTROL,,Positive Control,Positive Control - Film,Positive Control - Cellulose Film,4.0,1.066,0.354
CASP005-01,Mesh Bag,K3,Positive Control - Film,Cellulose Bag Control,Cellulose bag CONTROL,,Positive Control,Positive Control - Film,Positive Control - Cellulose Film,4.0,1.226,0.326
CASP005-01,Mesh Bag,K3,Positive Control - Film,Cellulose Bag Control,Cellulose bag CONTROL,,Positive Control,Positive Control - Film,Positive Control - Cellulose Film,4.0,1.226,0.326
CASP005-01,Mesh Bag,K3,Positive Control - Film,Cellulose Bag Control,Cellulose bag CONTROL,,Positive Control,Positive Control - Film,Positive Control - Cellulose Film,4.0,0.808,0.233
CASP005-01,Mesh Bag,K3,Positive Control - Film,Cellulose Bag Control,Cellulose bag CONTROL,,Positive Control,Positive Control - Film,Positive Control - Cellulose Film,4.0,0.808,0.233
CASP005-01,Mesh Bag,K3,Positive Control - Film,Cellulose Bag Control,Cellulose bag CONTROL,,Positive Control,Positive Control - Film,Positive Control - Cellulose Film,4.0,0.841,0.255
CASP005-01,Mesh Bag,K3,Positive Control - Film,Cellulose Bag Control,Cellulose bag CONTROL,,Positive Control,Positive Control - Film,Positive Control - Cellulose Film,4.0,0.841,0.255
CASP005-01,Mesh Bag,K3,Positive Control - Film,Cellulose Bag Control,Cellulose bag CONTROL,,Positive Control,Positive Control - Film,Positive Control - Cellulose Film,4.0,0.632,0.162
CASP005-01,Mesh Bag,K3,Positive Control - Film,Cellulose Bag Control,Cellulose bag CONTROL,,Positive Control,Positive Control - Film,Positive Control - Cellulose Film,4.0,0.632,0.162
CASP005-01,Mesh Bag,K3,Positive Control - Film,Cellulose Bag Control,Cellulose bag CONTROL,,Positive Control,Positive Control - Film,Positive Control - Cellulose Film,4.0,0.0,0.0
CASP005-01,Mesh Bag,K3,Positive Control - Film,Cellulose Bag Control,Cellulose bag CONTROL,,Positive Control,Positive Control - Film,Positive Control - Cellulose Film,4.0,0.0,0.0
CASP005-01,Mesh Bag,K3,Positive Control - Film,Cellulose Bag Control,Cellulose bag CONTROL,,Positive Control,Positive Control - Film,Positive Control - Cellulose Film,4.0,0.883,0.345
CASP005-01,Mesh Bag,K3,Positive Control - Film,Cellulose Bag Control,Cellulose bag CONTROL,,Positive Control,Positive Control - Film,Positive Control - Cellulose Film,4.0,0.883,0.345
CASP006-01,Mesh Bag,K3,Positive Control - Film,Cellulose Bag Control,Cellulose bag CONTROL,,Positive Control,Positive Control - Film,Positive Control - Cellulose Film,4.0,0.581,0.351
CASP006-01,Mesh Bag,K3,Positive Control - Film,Cellulose Bag Control,Cellulose bag CONTROL,,Positive Control,Positive Control - Film,Positive Control - Cellulose Film,4.0,0.581,0.351
CASP006-01,Mesh Bag,K3,Positive Control - Film,Cellulose Bag Control,Cellulose bag CONTROL,,Positive Control,Positive Control - Film,Positive Control - Cellulose Film,4.0,0.614,0.419
CASP006-01,Mesh Bag,K3,Positive Control - Film,Cellulose Bag Control,Cellulose bag CONTROL,,Positive Control,Positive Control - Film,Positive Control - Cellulose Film,4.0,0.614,0.419
CASP006-01,Mesh Bag,K3,Positive Control - Film,Cellulose Bag Control,Cellulose bag CONTROL,,Positive Control,Positive Control - Film,Positive Control - Cellulose Film,4.0,0.059,0.028
CASP006-01,Mesh Bag,K3,Positive Control - Film,Cellulose Bag Control,Cellulose bag CONTROL,,Positive Control,Positive Control - Film,Positive Control - Cellulose Film,4.0,0.059,0.028
CASP006-01,Mesh Bag,K3,Positive Control - Film,Cellulose Bag Control,Cellulose bag CONTROL,,Positive Control,Positive Control - Film,Positive Control - Cellulose Film,4.0,0.0,0.0
CASP006-01,Mesh Bag,K3,Positive Control - Film,Cellulose Bag Control,Cellulose bag CONTROL,,Positive Control,Positive Control - Film,Positive Control - Cellulose Film,4.0,0.0,0.0
CASP006-01,Mesh Bag,K3,Positive Control - Film,Cellulose Bag Control,Cellulose bag CONTROL,,Positive Control,Positive Control - Film,Positive Control - Cellulose Film,4.0,0.0,0.0
CASP006-01,Mesh Bag,K3,Positive Control - Film,Cellulose Bag Control,Cellulose bag CONTROL,,Positive Control,Positive Control - Film,Positive Control - Cellulose Film,4.0,0.0,0.0
CASP006-01,Mesh Bag,K3,Positive Control - Film,Cellulose Bag Control,Cellulose bag CONTROL,,Positive Control,Positive Control - Film,Positive Control - Cellulose Film,4.0,0.064,0.025
CASP006-01,Mesh Bag,K3,Positive Control - Film,Cellulose Bag Control,Cellulose bag CONTROL,,Positive Control,Positive Control - Film,Positive Control - Cellulose Film,4.0,0.064,0.025
CASP006-01,Mesh Bag,K3,Positive Control - Film,Cellulose Bag Control,Cellulose bag CONTROL,,Positive Control,Positive Control - Film,Positive Control - Cellulose Film,4.0,0.382,0.107
CASP006-01,Mesh Bag,K3,Positive Control - Film,Cellulose Bag Control,Cellulose bag CONTROL,,Positive Control,Positive Control - Film,Positive Control - Cellulose Film,4.0,0.382,0.107
CASP006-01,Mesh Bag,K3,Positive Control - Film,Cellulose Bag Control,Cellulose bag CONTROL,,Positive Control,Positive Control - Film,Positive Control - Cellulose Film,4.0,0.911,0.483
CASP006-01,Mesh Bag,K3,Positive Control - Film,Cellulose Bag Control,Cellulose bag CONTROL,,Positive Control,Positive Control - Film,Positive Control - Cellulose Film,4.0,0.911,0.483
CASP006-01,Mesh Bag,K3,Positive Control - Film,Cellulose Bag Control,Cellulose bag CONTROL,,Positive Control,Positive Control - Film,Positive Control - Cellulose Film,4.0,0.0,0.0
CASP006-01,Mesh Bag,K3,Positive Control - Film,Cellulose Bag Control,Cellulose bag CONTROL,,Positive Control,Positive Control - Film,Positive Control - Cellulose Film,4.0,0.0,0.0
CASP006-01,Mesh Bag,K3,Positive Control - Film,Cellulose Bag Control,Cellulose bag CONTROL,,Positive Control,Positive Control - Film,Positive Control - Cellulose Film,4.0,0.0,0.0
CASP006-01,Mesh Bag,K3,Positive Control - Film,Cellulose Bag Control,Cellulose bag CONTROL,,Positive Control,Positive Control - Film,Positive Control - Cellulose Film,4.0,0.0,0.0
CASP006-01,Mesh Bag,K3,Positive Control - Film,Cellulose Bag Control,Cellulose bag CONTROL,,Positive Control,Positive Control - Film,Positive Control - Cellulose Film,4.0,1.373,0.509
CASP006-01,Mesh Bag,K3,Positive Control - Film,Cellulose Bag Control,Cellulose bag CONTROL,,Positive Control,Positive Control - Film,Positive Control - Cellulose Film,4.0,1.373,0.509
EASP001-01,Bulk Dose,K3,Positive Control - Film,Cellulose Bag Control,Cellulose bag CONTROL,,Positive Control,Positive Control - Film,Positive Control - Cellulose Film,4.0,0.026,0.003
EASP002-01,Mesh Bag,K3,Positive Control - Film,Cellulose Bag Control,Cellulose bag CONTROL,,Positive Control,Positive Control - Film,Positive Control - Cellulose Film,4.0,0.126,0.038
EASP002-01,Mesh Bag,K3,Positive Control - Film,Cellulose Bag Control,Cellulose bag CONTROL,,Positive Control,Positive Control - Film,Positive Control - Cellulose Film,4.0,0.408,0.093
EASP002-01,Mesh Bag,K3,Positive Control - Film,Cellulose Bag Control,Cellulose bag CONTROL,,Positive Control,Positive Control - Film,Positive Control - Cellulose Film,4.0,0.027,0.007
EASP002-01,Mesh Bag,K3,Positive Control - Film,Cellulose Bag Control,Cellulose bag CONTROL,,Positive Control,Positive Control - Film,Positive Control - Cellulose Film,4.0,0.302,0.101
EASP002-01,Mesh Bag,K3,Positive Control - Film,Cellulose Bag Control,Cellulose bag CONTROL,,Positive Control,Positive Control - Film,Positive Control - Cellulose Film,4.0,0.257,0.057
EASP002-01,Mesh Bag,K3,Positive Control - Film,Cellulose Bag Control,Cellulose bag CONTROL,,Positive Control,Positive Control - Film,Positive Control - Cellulose Film,4.0,0.085,0.034
EASP002-01,Mesh Bag,K3,Positive Control - Film,Cellulose Bag Control,Cellulose bag CONTROL,,Positive Control,Positive Control - Film,Positive Control - Cellulose Film,4.0,0.24,0.082
EASP002-01,Mesh Bag,K3,Positive Control - Film,Cellulose Bag Control,Cellulose bag CONTROL,,Positive Control,Positive Control - Film,Positive Control - Cellulose Film,4.0,0.159,0.066
EASP002-01,Mesh Bag,K3,Positive Control - Film,Cellulose Bag Control,Cellulose bag CONTROL,,Positive Control,Positive Control - Film,Positive Control - Cellulose Film,4.0,0.214,0.044
EASP002-01,Mesh Bag,K3,Positive Control - Film,Cellulose Bag Control,Cellulose bag CONTROL,,Positive Control,Positive Control - Film,Positive Control - Cellulose Film,4.0,0.182,0.039
EASP002-01,Mesh Bag,K3,Positive Control - Film,Cellulose Bag Control,Cellulose bag CONTROL,,Positive Control,Positive Control - Film,Positive Control - Cellulose Film,4.0,0.0,0.0
EASP002-01,Mesh Bag,K3,Positive Control - Film,Cellulose Bag Control,Cellulose bag CONTROL,,Positive Control,Positive Control - Film,Positive Control - Cellulose Film,4.0,0.027,0.005
EASP002-01,Mesh Bag,K3,Positive Control - Film,Cellulose Bag Control,Cellulose bag CONTROL,,Positive Control,Positive Control - Film,Positive Control - Cellulose Film,4.0,0.0,0.0
EASP002-01,Mesh Bag,K3,Positive Control - Film,Cellulose Bag Control,Cellulose bag CONTROL,,Positive Control,Positive Control - Film,Positive Control - Cellulose Film,4.0,0.36,0.128
EASP002-01,Mesh Bag,K3,Positive Control - Film,Cellulose Bag Control,Cellulose bag CONTROL,,Positive Control,Positive Control - Film,Positive Control - Cellulose Film,4.0,0.207,0.106
EASP003-01,Mesh Bag,K3,Positive Control - Film,Cellulose Bag Control,Cellulose bag CONTROL,,Positive Control,Positive Control - Film,Positive Control - Cellulose Film,4.0,0.983,0.573
EASP003-01,Mesh Bag,K3,Positive Control - Film,Cellulose Bag Control,Cellulose bag CONTROL,,Positive Control,Positive Control - Film,Positive Control - Cellulose Film,4.0,0.855,0.485
EASP003-01,Mesh Bag,K3,Positive Control - Film,Cellulose Bag Control,Cellulose bag CONTROL,,Positive Control,Positive Control - Film,Positive Control - Cellulose Film,4.0,0.391,0.135
EASP003-01,Mesh Bag,K3,Positive Control - Film,Cellulose Bag Control,Cellulose bag CONTROL,,Positive Control,Positive Control - Film,Positive Control - Cellulose Film,4.0,0.146,0.075
EASP003-01,Mesh Bag,K3,Positive Control - Film,Cellulose Bag Control,Cellulose bag CONTROL,,Positive Control,Positive Control - Film,Positive Control - Cellulose Film,4.0,0.313,0.118
EASP003-01,Mesh Bag,K3,Positive Control - Film,Cellulose Bag Control,Cellulose bag CONTROL,,Positive Control,Positive Control - Film,Positive Control - Cellulose Film,4.0,0.313,0.142
EASP003-01,Mesh Bag,K3,Positive Control - Film,Cellulose Bag Control,Cellulose bag CONTROL,,Positive Control,Positive Control - Film,Positive Control - Cellulose Film,4.0,0.186,0.082
EASP003-01,Mesh Bag,K3,Positive Control - Film,Cellulose Bag Control,Cellulose bag CONTROL,,Positive Control,Positive Control - Film,Positive Control - Cellulose Film,4.0,0.489,0.25
EASP003-01,Mesh Bag,K3,Positive Control - Film,Cellulose Bag Control,Cellulose bag CONTROL,,Positive Control,Positive Control - Film,Positive Control - Cellulose Film,4.0,0.235,0.138
EASP003-01,Mesh Bag,K3,Positive Control - Film,Cellulose Bag Control,Cellulose bag CONTROL,,Positive Control,Positive Control - Film,Positive Control - Cellulose Film,4.0,0.717,0.463
EASP003-01,Mesh Bag,K3,Positive Control - Film,Cellulose Bag Control,Cellulose bag CONTROL,,Positive Control,Positive Control - Film,Positive Control - Cellulose Film,4.0,0.835,0.463
EASP003-01,Mesh Bag,K3,Positive Control - Film,Cellulose Bag Control,Cellulose bag CONTROL,,Positive Control,Positive Control - Film,Positive Control - Cellulose Film,4.0,0.939,0.574
EASP003-01,Mesh Bag,K3,Positive Control - Film,Cellulose Bag Control,Cellulose bag CONTROL,,Positive Control,Positive Control - Film,Positive Control - Cellulose Film,4.0,0.991,0.474
EASP003-01,Mesh Bag,K3,Positive Control - Film,Cellulose Bag Control,Cellulose bag CONTROL,,Positive Control,Positive Control - Film,Positive Control - Cellulose Film,4.0,0.925,0.473
IV002-01,Bulk Dose,K3,Positive Control - Film,Cellulose Bag Control,Cellulose bag CONTROL,,Positive Control,Positive Control - Film,Positive Control - Cellulose Film,4.0,0.0,0.0
WR004-01,Mesh Bag,K3,Positive Control - Film,Cellulose Bag Control,Cellulose bag CONTROL,,Positive Control,Positive Control - Film,Positive Control - Cellulose Film,4.0,0.265,
WR004-01,Mesh Bag,K3,Positive Control - Film,Cellulose Bag Control,Cellulose bag CONTROL,,Positive Control,Positive Control - Film,Positive Control - Cellulose Film,4.0,0.8,
WR004-01,Mesh Bag,K3,Positive Control - Film,Cellulose Bag Control,Cellulose bag CONTROL,,Positive Control,Positive Control - Film,Positive Control - Cellulose Film,4.0,0.627,
WR004-01,Mesh Bag,K3,Positive Control - Film,Cellulose Bag Control,Cellulose bag CONTROL,,Positive Control,Positive Control - Film,Positive Control - Cellulose Film,4.0,0.317,
WR004-01,Mesh Bag,K3,Positive Control - Film,Cellulose Bag Control,Cellulose bag CONTROL,,Positive Control,Positive Control - Film,Positive Control - Cellulose Film,4.0,0.094,
WR004-01,Mesh Bag,K3,Positive Control - Film,Cellulose Bag Control,Cellulose bag CONTROL,,Positive Control,Positive Control - Film,Positive Control - Cellulose Film,4.0,0.417,
WR004-01,Mesh Bag,K3,Positive Control - Film,Cellulose Bag Control,Cellulose bag CONTROL,,Positive Control,Positive Control - Film,Positive Control - Cellulose Film,4.0,0.075,
WR004-01,Mesh Bag,K3,Positive Control - Film,Cellulose Bag Control,Cellulose bag CONTROL,,Positive Control,Positive Control - Film,Positive Control - Cellulose Film,4.0,0.363,
WR004-01,Mesh Bag,K3,Positive Control - Film,Cellulose Bag Control,Cellulose bag CONTROL,,Positive Control,Positive Control - Film,Positive Control - Cellulose Film,4.0,0.482,
WR004-01,Mesh Bag,K3,Positive Control - Film,Cellulose Bag Control,Cellulose bag CONTROL,,Positive Control,Positive Control - Film,Positive Control - Cellulose Film,4.0,0.315,
WR004-01,Mesh Bag,K3,Positive Control - Film,Cellulose Bag Control,Cellulose bag CONTROL,,Positive Control,Positive Control - Film,Positive Control - Cellulose Film,4.0,0.0,
WR004-01,Mesh Bag,K3,Positive Control - Film,Cellulose Bag Control,Cellulose bag CONTROL,,Positive Control,Positive Control - Film,Positive Control - Cellulose Film,4.0,0.0,
WR004-01,Mesh Bag,K3,Positive Control - Film,Cellulose Bag Control,Cellulose bag CONTROL,,Positive Control,Positive Control - Film,Positive Control - Cellulose Film,4.0,0.0,
WR004-01,Mesh Bag,K3,Positive Control - Film,Cellulose Bag Control,Cellulose bag CONTROL,,Positive Control,Positive Control - Film,Positive Control - Cellulose Film,4.0,0.435,
WR005-01,Mesh Bag,K3,Positive Control - Film,Cellulose Bag Control,Cellulose bag CONTROL,,Positive Control,Positive Control - Film,Positive Control - Cellulose Film,4.0,0.189,0.118
WR005-01,Mesh Bag,K3,Positive Control - Film,Cellulose Bag Control,Cellulose bag CONTROL,,Positive Control,Positive Control - Film,Positive Control - Cellulose Film,4.0,0.291,0.099
WR005-01,Mesh Bag,K3,Positive Control - Film,Cellulose Bag Control,Cellulose bag CONTROL,,Positive Control,Positive Control - Film,Positive Control - Cellulose Film,4.0,0.111,0.073
WR005-01,Mesh Bag,K3,Positive Control - Film,Cellulose Bag Control,Cellulose bag CONTROL,,Positive Control,Positive Control - Film,Positive Control - Cellulose Film,4.0,0.443,0.195
WR005-01,Mesh Bag,K3,Positive Control - Film,Cellulose Bag Control,Cellulose bag CONTROL,,Positive Control,Positive Control - Film,Positive Control - Cellulose Film,4.0,0.183,0.054
WR005-01,Mesh Bag,K3,Positive Control - Film,Cellulose Bag Control,Cellulose bag CONTROL,,Positive Control,Positive Control - Film,Positive Control - Cellulose Film,4.0,0.012,0.003
WR005-01,Mesh Bag,K3,Positive Control - Film,Cellulose Bag Control,Cellulose bag CONTROL,,Positive Control,Positive Control - Film,Positive Control - Cellulose Film,4.0,0.167,0.059
